_step,time_per_step,consistency_loss,reconstruction_loss,step,_runtime,uniformity_loss,learning_rate,clip_loss,_timestamp,total_loss
498,1.077920913696289,-2.081776528939372e-08,0.06502967327833176,498,2339.590547565,0.3260507583618164,0.0001,0,1770475489.7873142,0.08133221417665482
504,1.0820162296295166,-2.085641881421907e-08,0.0596482940018177,504,2346.519441029,0.34489646553993225,0.0001,0,1770475496.7131379,0.07689312100410461
505,1.0746877193450928,-2.071863036690047e-08,0.06399152427911758,505,2347.592645665,0.3318408727645874,0.0001,0,1770475497.7890594,0.08058357238769531
506,1.0724694728851318,0.0755566880106926,0.056265659630298615,506,2348.66600397,0.3376806676387787,0.0001,0,1770475498.862357,0.07466083019971848
516,1.0716753005981445,0.04838333651423454,0.05414320155978203,516,2359.451659656,0.308550626039505,0.0001,0,1770475509.6463346,0.07053840160369873
523,1.0729455947875977,-2.073056748486124e-08,0.06053836643695831,523,2366.977521793,0.33587777614593506,0.0001,0,1770475517.1729794,0.0773322582244873
527,1.0951564311981201,0.026742536574602127,0.060601312667131424,527,2371.295010645,0.33286771178245544,0.0001,0,1770475521.4913912,0.07777954638004303
531,1.0706098079681396,0.022184986621141434,0.0605851449072361,531,2375.586137859,0.32781121134757996,0.0001,0,1770475525.7813704,0.07741940021514893
532,1.0736193656921387,-2.066661863864283e-08,0.05552013963460922,532,2376.659626691,0.32005757093429565,0.0001,0,1770475526.8559363,0.071523018181324
535,1.0942678451538086,-2.0508537090790924e-08,0.05839282646775246,535,2379.903379263,0.31485873460769653,0.0001,0,1770475530.099012,0.07413576543331146
536,1.0731215476989746,0.02567264437675476,0.06458105146884918,536,2380.974882252,0.323719322681427,0.0001,0,1770475531.1730125,0.08128046989440918
540,1.0706393718719482,0.020120538771152496,0.06733629107475281,540,2385.260759428,0.3157741129398346,0.0001,0,1770475535.4576323,0.08352740854024887
542,1.070967197418213,0.02036622166633606,0.06886562705039978,542,2387.404444807,0.3357137441635132,0.0001,0,1770475537.6022253,0.08605863898992538
543,1.071141004562378,0.07858513295650482,0.06262485682964325,543,2388.477714894,0.3298751711845398,0.0001,0,1770475538.6741118,0.08069031685590744
544,1.0726001262664795,0.05223674699664116,0.0713655948638916,544,2389.551591188,0.3116248846054077,0.0001,0,1770475539.747426,0.08799157291650772
548,1.0964140892028809,-2.0481365936575457e-08,0.06864770501852036,548,2393.868556165,0.3365187644958496,0.0001,0,1770475544.0670402,0.08547364175319672
549,1.070427417755127,0.062210164964199066,0.05911868065595627,549,2394.941280552,0.31391170620918274,0.0001,0,1770475545.1383655,0.07605846971273422
551,1.0707650184631348,0.07265552133321762,0.06957956403493881,551,2397.086044846,0.32442814111709595,0.0001,0,1770475547.2826111,0.08725408464670181
552,1.0725078582763672,0.02048311196267605,0.05929683893918991,552,2398.1595489,0.3128715455532074,0.0001,0,1770475548.3557687,0.0753500759601593
554,1.106691598892212,0.027839619666337967,0.06703463941812515,554,2400.339064519,0.3141636252403259,0.0001,0,1770475550.5367851,0.08329961448907852
556,1.0973854064941406,0.07066132128238678,0.05901339650154114,556,2402.510814829,0.3265952169895172,0.0001,0,1770475552.7068992,0.07675638794898987
560,1.0704474449157715,0.015637269243597984,0.06435886025428772,560,2406.805759446,0.33199775218963623,0.0001,0,1770475556.9948084,0.08127149194478989
568,1.0738329887390137,0.06462763249874115,0.07421021908521652,568,2415.406517319,0.3153405785560608,0.0001,0,1770475565.6019042,0.09126979857683182
569,1.0735716819763184,-2.0414915979927173e-08,0.05452476441860199,569,2416.480850511,0.31825917959213257,0.0001,0,1770475566.676196,0.0704377219080925
571,1.072871208190918,0.02672395668923855,0.05253211408853531,571,2418.626608342,0.34160470962524414,0.0001,0,1770475568.8242536,0.0701468363404274
574,1.0719709396362305,-2.0606250927812653e-08,0.06538276374340057,574,2421.845463273,0.32175499200820923,0.0001,0,1770475572.0425835,0.08147051185369492
578,1.071446180343628,-2.0592324290191755e-08,0.050812382251024246,578,2426.134130456,0.30609965324401855,0.0001,0,1770475576.332261,0.06611736118793488
581,1.0711557865142822,0.08021566271781921,0.06312099099159241,581,2429.350182994,0.32041531801223755,0.0001,0,1770475579.5461335,0.08074606955051422
584,1.0743029117584229,-2.074187932521454e-08,0.06718050688505173,584,2432.573043166,0.340861052274704,0.0001,0,1770475582.7689357,0.08422356098890305
587,1.074998140335083,-2.0688787571998546e-08,0.06053425371646881,587,2435.798088226,0.3363034725189209,0.0001,0,1770475585.9944766,0.07734942436218262
590,1.074143648147583,0.01868409290909767,0.06552806496620178,590,2439.018521568,0.3131330907344818,0.0001,0,1770475589.2167075,0.08155840635299683
594,1.070967197418213,-2.065252147076535e-08,0.059669651091098785,594,2443.304481331,0.315191388130188,0.0001,0,1770475593.501524,0.07542922347784042
596,1.073249101638794,-2.068412641165196e-08,0.050121862441301346,596,2445.452392568,0.31910550594329834,0.0001,0,1770475595.6482096,0.06607713550329208
600,1.0712482929229736,0.07167883217334747,0.0579456202685833,600,2448.701093898,0.31678295135498047,0.0001,0,1770475599.9709473,0.07521834224462509
601,1.071516990661621,0.06403782963752747,0.056571461260318756,601,2450.849096645,0.30975282192230225,0.0001,0,1770475601.0433798,0.07333985716104507
602,1.074650526046753,-2.0863353711320087e-08,0.0662810355424881,602,2451.923478733,0.33658769726753235,0.0001,0,1770475602.1188097,0.08311042189598083
603,1.0736618041992188,0.03867754340171814,0.057783327996730804,603,2452.996721394,0.31455928087234497,0.0001,0,1770475603.1931906,0.07428484410047531
606,1.0708184242248535,0.07783164083957672,0.060930848121643066,606,2456.214651663,0.3232923150062561,0.0001,0,1770475606.412626,0.07865209877490997
613,1.0707714557647705,0.044577792286872864,0.04925987869501114,613,2463.75425452,0.2932695746421814,0.0001,0,1770475613.9513881,0.06481491774320602
614,1.0716044902801514,-2.0681170553871198e-08,0.06076731160283089,614,2464.836557453,0.3022004961967468,0.0001,0,1770475615.0237248,0.07587733864784241
615,1.0791285037994385,-2.0681909518316388e-08,0.06409274786710739,615,2465.910983924,0.31983721256256104,0.0001,0,1770475616.1060643,0.08008460700511932
621,1.0747349262237549,-2.0470736217248486e-08,0.055209968239068985,621,2472.39556881,0.303000271320343,0.0001,0,1770475622.590718,0.0703599825501442
628,1.0727558135986328,-2.0755635432578856e-08,0.058418650180101395,628,2479.922412751,0.33525973558425903,0.0001,0,1770475630.1190372,0.07518163323402405
629,1.0722286701202393,-2.0596701233444037e-08,0.05827663093805313,629,2480.994310643,0.32804107666015625,0.0001,0,1770475631.1920667,0.0746786892414093
630,1.071155309677124,-2.0673041944974102e-08,0.059753865003585815,630,2482.066571167,0.3170489966869354,0.0001,0,1770475632.2640638,0.0756063163280487
631,1.0712661743164062,-2.062284920612001e-08,0.05821795389056206,631,2483.138242747,0.29932260513305664,0.0001,0,1770475633.3362796,0.07318408787250519
633,1.0712337493896484,-2.036472324107308e-08,0.05648321285843849,633,2485.282331861,0.30225008726119995,0.0001,0,1770475635.4800878,0.07159571349620819
634,1.070908546447754,-2.0547815893223742e-08,0.058461617678403854,634,2486.353933552,0.3204730749130249,0.0001,0,1770475636.5520682,0.07448527216911316
636,1.0962684154510498,0.04908229783177376,0.06321493536233902,636,2488.525850541,0.3036504089832306,0.0001,0,1770475638.7208052,0.07937909662723541
637,1.0738468170166016,-2.0770812625414692e-08,0.055936433374881744,637,2489.600190927,0.30448901653289795,0.0001,0,1770475639.795538,0.07116088271141052
640,1.0749127864837646,0.0744769275188446,0.046103138476610184,640,2492.824781007,0.3047105371952057,0.0001,0,1770475643.0197482,0.06282820552587509
641,1.0735485553741455,0.06215471774339676,0.0651480108499527,641,2493.898941557,0.30527445673942566,0.0001,0,1770475644.094489,0.08165482431650162
644,1.070490837097168,0.0843668282032013,0.056570738554000854,644,2497.117296082,0.3338019847869873,0.0001,0,1770475647.3132787,0.07494816929101944
645,1.0726325511932373,-2.0645643417083193e-08,0.061328426003456116,645,2498.18932508,0.3340090811252594,0.0001,0,1770475648.38702,0.07802888005971909
648,1.074005365371704,-2.0526215394056635e-08,0.05547258257865906,648,2501.412373994,0.2984501123428345,0.0001,0,1770475651.6080642,0.0703950896859169
651,1.0731372833251953,0.047052379697561264,0.049816813319921494,651,2504.635552689,0.3196585774421692,0.0001,0,1770475654.8310132,0.06674078851938248
652,1.0732738971710205,0.02448952943086624,0.057844191789627075,652,2505.707274405,0.3081326484680176,0.0001,0,1770475655.9051895,0.07374061644077301
657,1.0741398334503174,-2.0654283616750035e-08,0.06897638738155365,657,2511.071359634,0.325041800737381,0.0001,0,1770475661.26793,0.08522848039865494
660,1.0721943378448486,-2.0716356630146038e-08,0.05646655708551407,660,2514.294778184,0.3054797351360321,0.0001,0,1770475664.490244,0.0717405453324318
662,1.0737555027008057,-2.035989155046991e-08,0.06425467133522034,662,2516.443998519,0.30270764231681824,0.0001,0,1770475666.63909,0.07939005643129349
665,1.0740535259246826,-2.048852820735192e-08,0.06113944947719574,665,2519.67394731,0.3086627721786499,0.0001,0,1770475669.8623412,0.07657258957624435
672,1.0738027095794678,-2.0448226223379606e-08,0.05718003585934639,672,2527.194674275,0.3219858407974243,0.0001,0,1770475677.3760428,0.07327932864427567
677,1.0716345310211182,0.0668444111943245,0.0497194342315197,677,2532.592065651,0.2997552156448364,0.0001,0,1770475682.7603295,0.06604408472776413
678,1.1006534099578857,0.012970199808478355,0.057249896228313446,678,2533.666597699,0.31739741563796997,0.0001,0,1770475683.8617675,0.07337917387485504
681,1.071808099746704,0.04865611344575882,0.06484803557395935,681,2536.887727183,0.2976904809474945,0.0001,0,1770475687.0840442,0.0807056799530983
685,1.0731892585754395,-2.058357040368719e-08,0.048464085906744,685,2541.19603711,0.32032114267349243,0.0001,0,1770475691.393108,0.06448014080524445
690,1.0747110843658447,-2.0854599824815523e-08,0.06617362797260284,690,2546.591939816,0.3144925832748413,0.0001,0,1770475696.76303,0.08189825713634491
693,1.0713269710540771,0.06920360028743744,0.06320550292730331,693,2549.839765622,0.31151074171066284,0.0001,0,1770475700.006731,0.08016511052846909
699,1.073979139328003,0.07745387405157089,0.05963820964097977,699,2556.301029789,0.3216063380241394,0.0001,0,1770475706.4805284,0.0772676095366478
700,1.0893807411193848,-2.0771949493791908e-08,0.05597388744354248,700,2556.301338858,0.31162965297698975,0.0001,0,1770475707.5711234,0.07155536860227585
701,1.0740995407104492,0.06989896297454834,0.05346130579710007,701,2558.450623231,0.3063184320926666,0.0001,0,1770475708.646667,0.07017520815134048
703,1.0800771713256836,0.0613049641251564,0.054553501307964325,703,2560.603787494,0.3000943064689636,0.0001,0,1770475710.8013275,0.0707843154668808
704,1.0710856914520264,0.07738533616065979,0.05092499405145645,704,2561.67837025,0.3099939823150635,0.0001,0,1770475711.8734381,0.06797239929437637
707,1.0995771884918213,-2.079804062304902e-08,0.055508989840745926,707,2564.927698446,0.3106227219104767,0.0001,0,1770475715.123752,0.07104012370109558
708,1.0727574825286865,0.011607430875301361,0.05646524578332901,708,2565.998841279,0.30416974425315857,0.0001,0,1770475716.1973703,0.07190588116645813
710,1.0854148864746094,0.029240723699331284,0.05854027718305588,710,2568.157812507,0.30749690532684326,0.0001,0,1770475718.3547711,0.0744999349117279
711,1.0720093250274658,0.014498317614197731,0.047132160514593124,711,2569.273732935,0.3048892021179199,0.0001,0,1770475719.42756,0.06266658753156662
714,1.071927547454834,-2.0559923541441094e-08,0.046616312116384506,714,2572.493488642,0.31046348810195923,0.0001,0,1770475722.6897817,0.06213948875665665
717,1.0725479125976562,-2.068412641165196e-08,0.049897272139787674,717,2575.745816685,0.30512332916259766,0.0001,0,1770475725.9421313,0.06515343487262726
720,1.0722670555114746,-2.0631205188692547e-08,0.047800030559301376,720,2578.964681985,0.30770131945610046,0.0001,0,1770475729.1614695,0.06318509578704834
722,1.0709280967712402,-2.0647746623581043e-08,0.050571370869874954,722,2581.134380629,0.32108187675476074,0.0001,0,1770475731.306058,0.06662546098232269
726,1.0726149082183838,-2.0656443666666746e-08,0.05127663537859917,726,2585.428043465,0.30618709325790405,0.0001,0,1770475735.6250584,0.06658598780632019
728,1.0720422267913818,-2.0612787920981646e-08,0.044475868344306946,728,2587.572754897,0.294846773147583,0.0001,0,1770475737.7705173,0.05921820551156998
730,1.0701618194580078,0.027699775993824005,0.044432032853364944,730,2589.715176779,0.2938333749771118,0.0001,0,1770475739.9134235,0.05967769771814346
731,1.0706968307495117,-2.0618472262867726e-08,0.0503581203520298,731,2590.787604092,0.3000900149345398,0.0001,0,1770475740.9849057,0.06536261737346649
750,1.0728540420532227,0.0834752693772316,0.045871395617723465,750,2611.292921052,0.31154757738113403,0.0001,0,1770475761.4896362,0.06311827898025513
751,1.0721585750579834,0.07144245505332947,0.03727855160832405,751,2612.367807223,0.28924161195755005,0.0001,0,1770475762.5625818,0.053169481456279755
752,1.0741307735443115,0.06677579879760742,0.04856504872441292,752,2613.449432315,0.2931707799434662,0.0001,0,1770475763.637434,0.06455910205841064
758,1.0730392932891846,0.011760102584958076,0.04660927504301071,758,2619.907075508,0.30384713411331177,0.0001,0,1770475770.1023722,0.06203683465719223
760,1.0752673149108887,-2.0686798052338418e-08,0.04067105054855347,760,2622.057137518,0.29550325870513916,0.0001,0,1770475772.252761,0.055446214973926544
761,1.0729756355285645,0.032269783318042755,0.05056014284491539,761,2623.136580673,0.3060745596885681,0.0001,0,1770475773.3269198,0.06650926917791367
763,1.0716145038604736,-2.0600282368832268e-08,0.04359595105051994,763,2625.283330481,0.28391343355178833,0.0001,0,1770475775.478843,0.05779162421822548
766,1.073303461074829,-2.074887106573442e-08,0.044466592371463776,766,2628.505467361,0.295132577419281,0.0001,0,1770475778.7007208,0.05922321975231171
767,1.0733959674835205,-2.0590164240275044e-08,0.04134343937039375,767,2629.579341943,0.29388946294784546,0.0001,0,1770475779.7750916,0.056037914007902145
768,1.0731267929077148,0.013747725635766983,0.04276271536946297,768,2630.654952596,0.2796224355697632,0.0001,0,1770475780.848994,0.05701879411935806
772,1.0722360610961914,0.06865040957927704,0.04685281962156296,772,2634.954107153,0.29537102580070496,0.0001,0,1770475785.1496332,0.06299438327550888
774,1.072876214981079,0.011647648178040981,0.04909379780292511,774,2637.100518662,0.2921582758426666,0.0001,0,1770475787.2975273,0.06393466144800186
775,1.0717477798461914,-2.080435024254257e-08,0.04480556398630142,775,2638.175150506,0.2958390712738037,0.0001,0,1770475788.3700838,0.05959751829504967
776,1.0736994743347168,-2.089865347443265e-08,0.04779275879263878,776,2639.248060494,0.31640952825546265,0.0001,0,1770475789.4446397,0.06361323595046997
781,1.0712871551513672,-2.076637883874355e-08,0.044484179466962814,781,2644.613094789,0.3062823414802551,0.0001,0,1770475794.8077066,0.05979829654097557
789,1.0707275867462158,-2.0792697341676103e-08,0.042756032198667526,789,2653.218986497,0.2815535068511963,0.0001,0,1770475803.4153247,0.05683370679616928
790,1.0721755027770996,0.021268034353852272,0.04179276153445244,790,2654.292220636,0.2767832577228546,0.0001,0,1770475804.4886563,0.05605728551745415
792,1.0719265937805176,0.065739706158638,0.04586990550160408,792,2656.440218207,0.2981331944465637,0.0001,0,1770475806.6345549,0.06209135800600052
794,1.0726244449615479,0.061074815690517426,0.04674061760306358,794,2658.588536076,0.29200226068496704,0.0001,0,1770475808.7832963,0.06256222724914551
798,1.0708544254302979,0.053288932889699936,0.04567701742053032,798,2662.879776337,0.29003503918647766,0.0001,0,1770475813.0774226,0.061244551092386246
801,1.0717792510986328,0.018181320279836655,0.05199940875172615,801,2666.106536186,0.29700541496276855,0.0001,0,1770475816.294058,0.06721330434083939
803,1.0838158130645752,0.07209736853837967,0.05206209048628807,803,2668.264192589,0.2994087338447571,0.0001,0,1770475818.4607012,0.06847447901964188
807,1.072340726852417,-2.0942593437212054e-08,0.05591941252350807,807,2672.557154357,0.3001421391963959,0.0001,0,1770475822.754181,0.07092651724815369
808,1.0716657638549805,0.09482069313526154,0.05678320676088333,808,2673.631237753,0.31342530250549316,0.0001,0,1770475823.8266358,0.07435088604688644
810,1.0719456672668457,0.008843252435326576,0.052337970584630966,810,2675.778319165,0.2954156696796417,0.0001,0,1770475825.9738061,0.06728561222553253
816,1.0717339515686035,-2.0910988496325444e-08,0.05206472799181938,816,2682.240098878,0.29483696818351746,0.0001,0,1770475832.437289,0.06680657714605331
818,1.0735266208648682,0.06599204242229462,0.04156135767698288,818,2684.390704758,0.28601622581481934,0.0001,0,1770475834.584291,0.057182010263204575
819,1.0728890895843506,-2.0937932276865467e-08,0.051396582275629044,819,2685.4648042,0.2989419102668762,0.0001,0,1770475835.66037,0.06634368002414703
824,1.072483777999878,0.02215713821351528,0.04613376781344414,824,2690.836887851,0.29962506890296936,0.0001,0,1770475841.0314603,0.06155816465616226
827,1.06998872756958,0.05038047209382057,0.04468250647187233,827,2694.051356076,0.2853167653083801,0.0001,0,1770475844.2492523,0.05995595455169678
829,1.0697932243347168,0.07324886322021484,0.03765559941530228,829,2696.193959838,0.2953742742538452,0.0001,0,1770475846.3917077,0.05388928949832916
831,1.0711512565612793,0.015013785101473331,0.04734266549348831,831,2698.338841555,0.2896372079849243,0.0001,0,1770475848.5357502,0.06212480366230011
840,1.0991144180297852,0.062618687748909,0.05331858620047569,840,2708.047632501,0.297819048166275,0.0001,0,1770475858.244225,0.06946191191673279
841,1.0719835758209229,0.052892379462718964,0.04124405235052109,841,2709.122653635,0.2783455550670624,0.0001,0,1770475859.3172462,0.056219179183244705
842,1.0741147994995117,0.060918375849723816,0.04604528844356537,842,2710.196386508,0.290162056684494,0.0001,0,1770475860.392314,0.061771757900714874
846,1.0711157321929932,0.02225569821894169,0.05355096980929375,846,2714.489337669,0.3061235547065735,0.0001,0,1770475864.6860774,0.0693022608757019
847,1.0717251300811768,0.07140347361564636,0.045913536101579666,847,2715.56229577,0.2890685200691223,0.0001,0,1770475865.75891,0.061795029789209366
848,1.0721559524536133,0.06639395654201508,0.04956496134400368,848,2716.635625969,0.2982097864151001,0.0001,0,1770475866.8319073,0.06580332666635513
854,1.1005871295928955,0.015855487436056137,0.0450727716088295,854,2723.169765862,0.2832261621952057,0.0001,0,1770475873.3666105,0.0595511868596077
859,1.0721945762634277,0.06855905055999756,0.04538276046514511,859,2728.533167391,0.2859671711921692,0.0001,0,1770475878.7305672,0.06105230003595352
864,1.0701172351837158,0.023040324449539185,0.04355333372950554,864,2733.917277409,0.29094311594963074,0.0001,0,1770475884.0951607,0.0585612989962101
866,1.0757174491882324,-2.0857441995758563e-08,0.04823600873351097,866,2736.06985832,0.27652400732040405,0.0001,0,1770475886.263632,0.06206221133470535
868,1.0728676319122314,-2.090712314384291e-08,0.05232600122690201,868,2738.216422829,0.2787521779537201,0.0001,0,1770475888.4135656,0.0662636086344719
873,1.0720787048339844,-2.0983293325116392e-08,0.05337141826748848,873,2743.579157917,0.29833465814590454,0.0001,0,1770475893.7759695,0.06828814744949341
877,1.0761208534240723,-2.089882400468923e-08,0.043782107532024384,877,2747.876790886,0.29919320344924927,0.0001,0,1770475898.073618,0.05874176695942879
881,1.070730209350586,0.05224676802754402,0.05537140741944313,881,2752.170715583,0.2791178226470947,0.0001,0,1770475902.367756,0.07037223130464554
883,1.070594072341919,0.013884077779948711,0.04387166351079941,883,2754.314801901,0.284803181886673,0.0001,0,1770475904.512038,0.05838950723409653
894,1.12552809715271,0.06719502061605453,0.04473675414919853,894,2766.196580842,0.2783552408218384,0.0001,0,1770475916.394089,0.059998415410518646
895,1.0712947845458984,-2.085863570755464e-08,0.04125671088695526,895,2767.270052618,0.27986323833465576,0.0001,0,1770475917.46623,0.05524987354874611
897,1.0722465515136719,-2.1063783606223296e-08,0.04627211019396782,897,2769.41488746,0.28509005904197693,0.0001,0,1770475919.612791,0.060526613146066666
898,1.0707321166992188,0.03531354293227196,0.04706733301281929,898,2770.488494723,0.2797611951828003,0.0001,0,1770475920.6844954,0.06176166236400604
901,1.0718326568603516,0.022505052387714386,0.045466579496860504,901,2773.706540761,0.2863438129425049,0.0001,0,1770475923.903997,0.06023387238383293
902,1.071178674697876,-2.099233142871526e-08,0.04622379317879677,902,2774.778939787,0.27116793394088745,0.0001,0,1770475924.9762292,0.05978219211101532
909,1.0716660022735596,0.021010875701904297,0.04181375354528427,909,2782.29252259,0.2728518545627594,0.0001,0,1770475932.490915,0.05587656423449516
910,1.0702998638153076,0.06347475945949554,0.038546375930309296,910,2783.365836152,0.274593323469162,0.0001,0,1770475933.5621512,0.05354553461074829
917,1.0919132232666016,-2.0931395283696475e-08,0.04932944476604462,917,2790.906360964,0.28047218918800354,0.0001,0,1770475941.1016836,0.0633530542254448
919,1.0735609531402588,-2.089024064844125e-08,0.03983847051858902,919,2793.056456762,0.26783064007759094,0.0001,0,1770475943.250453,0.05323000252246857
922,1.073415994644165,-2.0887625851173652e-08,0.04218470677733421,922,2796.2765589,0.27405714988708496,0.0001,0,1770475946.4737504,0.05588756501674652
923,1.0715522766113281,0.01902027800679207,0.043168630450963974,923,2797.370593147,0.2817237079143524,0.0001,0,1770475947.546205,0.057635221630334854
931,1.0724058151245117,-2.0950949419784592e-08,0.046422798186540604,931,2805.984381223,0.2790412902832031,0.0001,0,1770475956.1804013,0.06037486344575882
933,1.0781240463256836,-2.1025584828748833e-08,0.044578973203897476,933,2808.137442122,0.27108442783355713,0.0001,0,1770475958.3330271,0.05813319608569145
939,1.0723729133605957,0.07181577384471893,0.043749257922172546,939,2814.584360555,0.2653246521949768,0.0001,0,1770475964.780639,0.058451805263757706
942,1.0731799602508545,-2.0783829768333817e-08,0.04099525138735771,942,2817.8033261,0.2733011841773987,0.0001,0,1770475968.0012207,0.054660312831401825
943,1.0710434913635254,-2.0873869743809337e-08,0.04148299619555473,943,2818.876079665,0.26640865206718445,0.0001,0,1770475969.073023,0.054803431034088135
945,1.070786952972412,0.06282820552587509,0.03636469691991806,945,2821.018496059,0.26344600319862366,0.0001,0,1770475971.217314,0.05079355835914612
947,1.0705502033233643,-2.106685315084178e-08,0.04328387230634689,947,2823.160077925,0.2859954535961151,0.0001,0,1770475973.3594494,0.05758364498615265
949,1.071784257888794,-2.088040673697833e-08,0.04019292816519737,949,2825.305546102,0.27235954999923706,0.0001,0,1770475975.5024924,0.053810905665159225
957,1.0709307193756104,-2.0933498490194324e-08,0.0404147170484066,957,2833.887540855,0.27084043622016907,0.0001,0,1770475984.0816538,0.053956739604473114
960,1.071094274520874,0.011289629153907299,0.03999241814017296,960,2837.107590358,0.25555655360221863,0.0001,0,1770475987.302132,0.052996039390563965
965,1.0898168087005615,0.07234403491020203,0.03716539591550827,965,2842.511077624,0.27105414867401123,0.0001,0,1770475992.7074876,0.05216498300433159
966,1.0723602771759033,0.07622052729129791,0.041629351675510406,966,2843.586843841,0.27534639835357666,0.0001,0,1770475993.7806854,0.056921083480119705
969,1.0704309940338135,-2.0832885638810694e-08,0.03601287305355072,969,2846.803232494,0.2517319321632385,0.0001,0,1770475996.9995844,0.048599470406770706
975,1.0718331336975098,-2.0942025003023446e-08,0.03749292343854904,975,2853.266504629,0.25635719299316406,0.0001,0,1770476003.46527,0.050310783088207245
978,1.0721068382263184,0.07705847918987274,0.034580063074827194,978,2856.485333072,0.2575552761554718,0.0001,0,1770476006.680919,0.04899900034070015
980,1.0737056732177734,-2.104150098602986e-08,0.04095735773444176,980,2858.634166493,0.282548189163208,0.0001,0,1770476008.829491,0.05508476868271828
981,1.0731396675109863,-2.087557504637516e-08,0.03577949106693268,981,2859.709081493,0.2502322793006897,0.0001,0,1770476009.9038465,0.04829110577702522
982,1.073789119720459,-2.099642415487324e-08,0.03795916959643364,982,2860.790918901,0.24492229521274567,0.0001,0,1770476010.978692,0.0502052828669548
984,1.0733885765075684,-2.105622343151481e-08,0.04539347440004349,984,2862.940763895,0.25707483291625977,0.0001,0,1770476013.1349099,0.058247216045856476
986,1.0732474327087402,-2.08444816962583e-08,0.037923481315374374,986,2865.089379536,0.24716216325759888,0.0001,0,1770476015.2844615,0.0502815917134285
987,1.073469638824463,-2.1052926513220882e-08,0.04599905386567116,987,2866.16138522,0.256700336933136,0.0001,0,1770476016.359044,0.05883407220244408
993,1.0728731155395508,-2.0802531253139023e-08,0.03241431340575218,993,2872.604929664,0.24757693707942963,0.0001,0,1770476022.8025832,0.044793158769607544
995,1.071568250656128,0.06292115896940231,0.04090841859579086,995,2874.751223412,0.25036174058914185,0.0001,0,1770476024.9469762,0.05468492582440376
