_step,time_per_step,consistency_loss,reconstruction_loss,step,_runtime,uniformity_loss,learning_rate,clip_loss,_timestamp,total_loss
996,1.0727617740631104,0.06783832609653473,0.045122046023607254,996,2875.826434294,0.24229848384857178,0.0001,0,1770476026.0208275,0.058593735098838806
998,1.0747435092926025,0.01715793088078499,0.037079472094774246,998,2877.974832013,0.2426328957080841,0.0001,0,1770476028.171604,0.04955427721142769
999,1.0717089176177979,0.02568008005619049,0.04519953951239586,999,2879.047346557,0.25634223222732544,0.0001,0,1770476029.2445207,0.05853025242686272
1001,1.094376802444458,-2.0983577542210696e-08,0.04761205241084099,1001,2887.170257965,0.24878013134002686,0.0001,0,1770476037.3684297,0.06005106121301651
1005,1.071584939956665,0.01877337321639061,0.04371874779462814,1005,2891.467451745,0.2532206177711487,0.0001,0,1770476041.6580827,0.056755248457193375
1016,1.072474718093872,0.027921108528971672,0.04386650025844574,1016,2903.294267492,0.2648804485797882,0.0001,0,1770476053.490961,0.05766894295811653
1018,1.0732767581939697,-2.1222604118520394e-08,0.042884282767772675,1018,2905.441730127,0.2171339988708496,0.0001,0,1770476055.638103,0.053740981966257095
1019,1.0718412399291992,0.05577177554368973,0.04200148209929466,1019,2906.515763124,0.21284016966819763,0.0001,0,1770476056.7113123,0.053758926689624786
1020,1.0731830596923828,-2.116945552188554e-08,0.04117325693368912,1020,2907.591975471,0.22552615404129028,0.0001,0,1770476057.785381,0.05244956538081169
1021,1.075117826461792,0.004910039249807596,0.03550618141889572,1021,2908.680654922,0.21417665481567383,0.0001,0,1770476058.8615685,0.04631321504712105
1025,1.0709004402160645,0.013790656812489033,0.03853244706988335,1025,2912.972581832,0.21049630641937256,0.0001,0,1770476063.1713746,0.04933307692408562
1032,1.073892593383789,-2.123425701938686e-08,0.044502679258584976,1032,2920.482427453,0.21998237073421478,0.0001,0,1770476070.67837,0.055501796305179596
1033,1.072845220565796,-2.1229936919553438e-08,0.036764826625585556,1033,2921.556891135,0.2069925218820572,0.0001,0,1770476071.7520452,0.047114454209804535
1036,1.1088075637817383,0.06457656621932983,0.03416894003748894,1036,2924.816535682,0.1927356719970703,0.0001,0,1770476075.0092351,0.04509725794196129
1039,1.0738239288330078,-2.121538500432507e-08,0.0393170565366745,1039,2928.037894175,0.18502455949783325,0.0001,0,1770476078.234459,0.04856828600168228
1041,1.0726475715637207,0.023842891678214073,0.038626380264759064,1041,2930.184507685,0.1681499183177948,0.0001,0,1770476080.381209,0.04751073569059372
1042,1.0717272758483887,-2.119270448019961e-08,0.0397782176733017,1042,2931.256296802,0.16576409339904785,0.0001,0,1770476081.4541147,0.04806642234325409
1043,1.0708413124084473,0.06034629046916962,0.04209946095943451,1043,2932.328950135,0.17889736592769623,0.0001,0,1770476082.5258958,0.05225125700235367
1046,1.0727035999298096,0.06867187470197678,0.03765084967017174,1046,2935.55134329,0.16587015986442566,0.0001,0,1770476085.7471583,0.04731779545545578
1049,1.0719597339630127,-2.1187304355407832e-08,0.03680820390582085,1049,2938.82461145,0.15502065420150757,0.0001,0,1770476088.9956024,0.044559236615896225
1051,1.0732121467590332,0.05191618204116821,0.03428502380847931,1051,2940.971674221,0.15081992745399475,0.0001,0,1770476091.168299,0.042864345014095306
1054,1.071547508239746,0.07275614142417908,0.03561221435666084,1054,2944.187059257,0.1750021129846573,0.0001,0,1770476094.3856988,0.04581744596362114
1059,1.0720958709716797,0.06930287182331085,0.03784419968724251,1059,2949.561670485,0.1573493629693985,0.0001,0,1770476099.7583382,0.04709772393107414
1060,1.0719714164733887,0.024261008948087692,0.03141564875841141,1060,2950.634366757,0.16286689043045044,0.0001,0,1770476100.8313222,0.040044210851192474
1062,1.0749406814575195,-2.1136884242878295e-08,0.036760084331035614,1062,2952.830703872,0.14613193273544312,0.0001,0,1770476102.980117,0.04406668245792389
1069,1.0751893520355225,-2.127779907823424e-08,0.04088559374213219,1069,2960.348724774,0.16446062922477722,0.0001,0,1770476110.5451999,0.04910862445831299
1075,1.0721940994262695,-2.1162236407690216e-08,0.04141940549015999,1075,2966.787183178,0.13868924975395203,0.0001,0,1770476116.9854507,0.04835386946797371
1077,1.0725553035736084,0.06282427906990051,0.03401004895567894,1077,2968.93434891,0.14995814859867096,0.0001,0,1770476119.1303895,0.042764440178871155
1080,1.073378324508667,-2.1130745153641328e-08,0.0358240082859993,1080,2972.159029677,0.14296509325504303,0.0001,0,1770476122.353835,0.04297226294875145
1081,1.0733556747436523,-2.1091125290695345e-08,0.035143546760082245,1081,2973.233107166,0.1506023108959198,0.0001,0,1770476123.4286,0.042673662304878235
1083,1.072406530380249,0.06444407999515533,0.03736509382724762,1083,2975.37879204,0.1383306086063385,0.0001,0,1770476125.576065,0.045570507645606995
1084,1.0714240074157715,0.021567244082689285,0.04076286405324936,1084,2976.451489759,0.14991702139377594,0.0001,0,1770476126.6484125,0.048690058290958405
1085,1.0718114376068115,-2.1172922970436048e-08,0.03510383889079094,1085,2977.522683047,0.1575482040643692,0.0001,0,1770476127.7210548,0.04298124834895134
1087,1.0712721347808838,-2.136084731318988e-08,0.03797227889299393,1087,2979.674608476,0.12340972572565079,0.0001,0,1770476129.8643818,0.04414276406168938
1088,1.0789244174957275,-2.104775376210455e-08,0.036207206547260284,1088,2980.74840523,0.13193053007125854,0.0001,0,1770476130.9441957,0.04280373454093933
1092,1.0734515190124512,0.08114320039749146,0.047477081418037415,1092,2985.048186816,0.12569741904735565,0.0001,0,1770476135.242437,0.055384814739227295
1094,1.0724306106567383,0.07428646087646484,0.03827435523271561,1094,2987.194006861,0.1445484757423401,0.0001,0,1770476137.3910806,0.04698750749230385
1097,1.0729081630706787,-2.1074185951874824e-08,0.03972037881612778,1097,2990.44819909,0.12962761521339417,0.0001,0,1770476140.6435182,0.046201758086681366
1100,1.072150468826294,0.019747743383049965,0.04879603534936905,1100,2992.594795615,0.12294317781925201,0.0001,0,1770476143.8645859,0.05533814802765846
1104,1.0698535442352295,0.01882411353290081,0.04933615401387215,1104,2997.954687771,0.12152267247438431,0.0001,0,1770476148.1521835,0.05578877031803131
1107,1.0732555389404297,-2.1130517779965885e-08,0.04787217080593109,1107,3001.19441198,0.11754021048545837,0.0001,0,1770476151.3739917,0.05374918133020401
1108,1.089073896408081,0.06633993983268738,0.03847135230898857,1108,3002.267908546,0.11145088076591492,0.0001,0,1770476152.4638667,0.04537069424986839
1115,1.072481632232666,0.022165898233652115,0.04111864045262337,1115,3009.782638381,0.10177434980869293,0.0001,0,1770476159.976304,0.04665067419409752
1116,1.0746188163757324,0.012361006811261177,0.04683709517121315,1116,3010.857013168,0.09810936450958252,0.0001,0,1770476161.0520635,0.05198978632688522
1119,1.0717363357543945,-2.100568963214755e-08,0.042951542884111404,1119,3014.075096667,0.1093478575348854,0.0001,0,1770476164.2730794,0.048418935388326645
1120,1.0709633827209473,0.06573306024074554,0.04642216116189957,1120,3015.171723221,0.10862351208925247,0.0001,0,1770476165.3446782,0.05316799879074097
1122,1.0725820064544678,-2.101279505950515e-08,0.0483759380877018,1122,3017.318975399,0.10863842070102692,0.0001,0,1770476167.5147913,0.053807858377695084
1124,1.0731759071350098,0.04977079853415489,0.03687314689159393,1124,3019.468723103,0.09046314656734467,0.0001,0,1770476169.662643,0.04239172115921974
1126,1.0731701850891113,0.04216138273477554,0.04297976940870285,1126,3021.615301409,0.10802354663610458,0.0001,0,1770476171.8124661,0.04922417551279068
1133,1.1316478252410889,0.061078622937202454,0.03829547017812729,1133,3029.226438849,0.08285234123468399,0.0001,0,1770476179.4244504,0.04365965723991394
1134,1.0702922344207764,0.050954531878232956,0.03855273127555847,1134,3030.296661799,0.07654237747192383,0.0001,0,1770476180.4960244,0.043398939073085785
1136,1.0874435901641846,0.06610997766256332,0.035749711096286774,1136,3032.458349712,0.08724547922611237,0.0001,0,1770476182.6545315,0.04143418371677399
1137,1.0723185539245605,0.05766325443983078,0.03951656073331833,1137,3033.532187079,0.07987703382968903,0.0001,0,1770476183.728008,0.044663675129413605
1140,1.0724842548370361,-2.078058969345875e-08,0.038177717477083206,1140,3036.764740582,0.0956539586186409,0.0001,0,1770476186.9490173,0.04296041652560234
1143,1.075129747390747,-2.0883362594759092e-08,0.04051835089921951,1143,3040.001114626,0.08997519314289093,0.0001,0,1770476190.1840043,0.04501711204648018
1146,1.071012020111084,-2.0995457816752605e-08,0.03291432186961174,1146,3043.216337611,0.0860455185174942,0.0001,0,1770476193.4153602,0.03721659630537033
1163,1.087132215499878,-2.0870402295258828e-08,0.035301219671964645,1163,3061.493600137,0.06554959714412689,0.0001,0,1770476211.6895936,0.03857870027422905
1165,1.0723090171813965,-2.071010385407135e-08,0.03776351362466812,1165,3063.641872787,0.06292518973350525,0.0001,0,1770476213.8364449,0.0409097746014595
1166,1.0734329223632812,0.024665430188179016,0.030437692999839783,1166,3064.716981331,0.0568656325340271,0.0001,0,1770476214.9109135,0.03377428650856018
1167,1.073146104812622,-2.0951119950041175e-08,0.04382810741662979,1167,3065.790089511,0.0780051052570343,0.0001,0,1770476215.9866054,0.047728363424539566
1172,1.0912258625030518,0.06816203147172928,0.03848308324813843,1172,3071.179829754,0.06979440897703171,0.0001,0,1770476221.3742833,0.04333604499697685
1173,1.073883056640625,0.018010152503848076,0.052714843302965164,1173,3072.257328827,0.06724436581134796,0.0001,0,1770476222.4494572,0.05643726512789726
1174,1.0765624046325684,0.010095995850861073,0.03776595741510391,1174,3073.330310624,0.07356071472167969,0.0001,0,1770476223.5269067,0.04164591059088707
1179,1.0723652839660645,0.01654752716422081,0.04704711586236954,1179,3078.722609847,0.07630333304405212,0.0001,0,1770476228.919568,0.0511932335793972
1182,1.070585012435913,-2.1046673737146193e-08,0.04053012281656265,1182,3081.936472415,0.06280592828989029,0.0001,0,1770476232.1357138,0.0436704196035862
1183,1.0695297718048096,0.0632239356637001,0.04781053960323334,1183,3083.008340399,0.0788479894399643,0.0001,0,1770476233.2061362,0.05301741883158684
1186,1.0723400115966797,-2.0598861283360748e-08,0.03867305442690849,1186,3086.226055226,0.059977538883686066,0.0001,0,1770476236.4232912,0.041671931743621826
1187,1.0715923309326172,0.015942364931106567,0.0395505428314209,1187,3087.299009616,0.08447029441595078,0.0001,0,1770476237.495754,0.04409290477633476
1189,1.0736665725708008,0.013230408541858196,0.035728730261325836,1189,3089.448736299,0.06173045188188553,0.0001,0,1770476239.6431942,0.03907985985279083
1195,1.0722403526306152,-2.0884328932879725e-08,0.0398341529071331,1195,3095.890417091,0.07038772851228714,0.0001,0,1770476246.0866323,0.04335353896021843
1198,1.0935754776000977,0.060599446296691895,0.04152093082666397,1198,3099.131745515,0.05994635075330734,0.0001,0,1770476249.3311977,0.045730236917734146
1199,1.0696415901184082,0.052362099289894104,0.03748481720685959,1199,3100.205668622,0.06455330550670624,0.0001,0,1770476250.4015248,0.04175972566008568
1210,1.0726947784423828,-2.096771822834853e-08,0.03240370750427246,1210,3112.027497799,0.059423208236694336,0.0001,0,1770476262.2232,0.03537486866116524
1211,1.073134183883667,-2.103035967593314e-08,0.034273918718099594,1211,3113.100138962,0.06787878274917603,0.0001,0,1770476263.2971044,0.037667859345674515
1214,1.0993008613586426,-2.105844032485038e-08,0.03799636289477348,1214,3116.3463634,0.07218006253242493,0.0001,0,1770476266.5421705,0.04160536453127861
1216,1.0722441673278809,0.017576754093170166,0.0324026420712471,1216,3118.493805076,0.05311117321252823,0.0001,0,1770476268.6890469,0.03540973365306854
1217,1.0733528137207031,-2.088751216433593e-08,0.03640228137373924,1217,3119.56763186,0.051832716912031174,0.0001,0,1770476269.7632785,0.038993917405605316
1220,1.0700182914733887,0.059231653809547424,0.03604919835925102,1220,3122.80370106,0.08512290567159653,0.0001,0,1770476273.0003998,0.04148997366428375
1223,1.0733978748321533,-2.090001771648531e-08,0.03194563835859299,1223,3126.026515744,0.05710190162062645,0.0001,0,1770476276.2208648,0.034800734370946884
1227,1.0720305442810059,-2.0920140286762035e-08,0.034032441675662994,1227,3130.316937044,0.0536312460899353,0.0001,0,1770476280.5143843,0.03671400249004364
1229,1.1007893085479736,0.010002299211919308,0.03160732984542847,1229,3132.492572972,0.055244605988264084,0.0001,0,1770476282.688351,0.03456960618495941
1231,1.0723421573638916,0.07263423502445221,0.03498626872897148,1231,3134.638907926,0.07237353920936584,0.0001,0,1770476284.8353407,0.040057629346847534
1233,1.0705459117889404,0.012231430038809776,0.039051976054906845,1233,3136.783119742,0.06442918628454208,0.0001,0,1770476286.9802682,0.04251806437969208
1235,1.07206392288208,0.06697718799114227,0.03552103042602539,1235,3138.930761766,0.062311358749866486,0.0001,0,1770476289.125882,0.03997614234685898
1246,1.071293592453003,-2.107327645717305e-08,0.03857376053929329,1246,3150.742059007,0.059584829956293106,0.0001,0,1770476300.9415817,0.04155300185084343
1250,1.0730745792388916,0.059840790927410126,0.03625204786658287,1250,3155.065302547,0.06608428806066513,0.0001,0,1770476305.2605078,0.0407530777156353
1251,1.0735220909118652,-2.0915990717185196e-08,0.03241422399878502,1251,3156.138745564,0.055840492248535156,0.0001,0,1770476306.3348813,0.03520624712109566
1252,1.072632074356079,-2.0934407984896097e-08,0.03719090670347214,1252,3157.213099675,0.05522753298282623,0.0001,0,1770476307.4083295,0.03995228186249733
1253,1.0735249519348145,0.011472205631434917,0.0318579338490963,1253,3158.284298033,0.043566904962062836,0.0001,0,1770476308.4827156,0.03426572307944298
1254,1.0702691078186035,0.05232999473810196,0.03594382107257843,1254,3159.37266765,0.05608964338898659,0.0001,0,1770476309.5538797,0.03979489952325821
1255,1.0874788761138916,0.04794181138277054,0.031482044607400894,1255,3160.446224585,0.045754268765449524,0.0001,0,1770476310.6422954,0.03472859412431717
1257,1.0729436874389648,-2.1062362520751776e-08,0.03118169493973255,1257,3162.595136481,0.05817984417080879,0.0001,0,1770476312.7914732,0.034090686589479446
1258,1.0724923610687256,-2.1031496544310357e-08,0.0329948253929615,1258,3163.66672086,0.04830567538738251,0.0001,0,1770476313.864842,0.03541010990738869
1267,1.0731456279754639,0.05375819653272629,0.037046879529953,1267,3173.360685532,0.053230881690979004,0.0001,0,1770476323.5557303,0.0407835878431797
1270,1.0716204643249512,0.02086903713643551,0.035923875868320465,1270,3176.584675551,0.056215737015008926,0.0001,0,1770476326.7807596,0.03915204480290413
1271,1.0723927021026611,-2.092957629429293e-08,0.03581371530890465,1271,3177.657105075,0.06752770394086838,0.0001,0,1770476327.854318,0.03919009864330292
1272,1.0714671611785889,0.023639444261789322,0.0369882807135582,1272,3178.727712955,0.06123976781964302,0.0001,0,1770476328.926785,0.04052305594086647
1277,1.070873737335205,-2.1125629245943855e-08,0.041126567870378494,1277,3184.141458901,0.07364657521247864,0.0001,0,1770476334.337258,0.044808898121118546
1289,1.0700182914733887,-2.0989887161704246e-08,0.034725457429885864,1289,3197.010714221,0.05986911803483963,0.0001,0,1770476347.2092373,0.037718914449214935
1292,1.0711827278137207,0.012142129242420197,0.045110829174518585,1292,3200.230059584,0.0481238067150116,0.0001,0,1770476350.4249685,0.04775986447930336
1293,1.0736732482910156,-2.1113521597726503e-08,0.04005122929811478,1293,3201.304312407,0.04686511307954788,0.0001,0,1770476351.4997835,0.0423944853246212
1294,1.0732040405273438,-2.094168394251028e-08,0.040803179144859314,1294,3202.378789862,0.0453864187002182,0.0001,0,1770476352.573836,0.043072499334812164
1296,1.071690320968628,0.056910254061222076,0.03818587586283684,1296,3204.525325041,0.0620749332010746,0.0001,0,1770476354.7214155,0.04242783039808273
1299,1.0708296298980713,-2.0893992314086063e-08,0.03850116580724716,1299,3207.753466039,0.048040054738521576,0.0001,0,1770476357.9387949,0.04090316966176033
1300,1.0834474563598633,-2.094941464747535e-08,0.03942638635635376,1300,3207.753700591,0.050249770283699036,0.0001,0,1770476359.0235531,0.04193887487053871
1302,1.0717086791992188,-2.0908714759571012e-08,0.03573952615261078,1302,3210.972904605,0.048879172652959824,0.0001,0,1770476361.169853,0.038183484226465225
1304,1.0699970722198486,-2.112176389346132e-08,0.03545358404517174,1304,3213.115860301,0.05570797249674797,0.0001,0,1770476363.3135204,0.03823898360133171
1306,1.0734033584594727,0.017643596976995468,0.037173472344875336,1306,3215.26624078,0.05700402334332466,0.0001,0,1770476365.459783,0.04037654399871826
1310,1.0736055374145508,-2.0904792563669616e-08,0.03621833026409149,1310,3219.592396009,0.053879667073488235,0.0001,0,1770476369.7898645,0.03891231492161751
1312,1.072406530380249,0.047542184591293335,0.03337462618947029,1312,3221.740043322,0.04009249806404114,0.0001,0,1770476371.9355135,0.03633009269833565
1313,1.0732312202453613,0.05621454864740372,0.03438034653663635,1313,3222.814079542,0.05194280669093132,0.0001,0,1770476373.0096147,0.03810178115963936
1314,1.0733745098114014,-2.0853974547208054e-08,0.03401196002960205,1314,3223.88794594,0.044933103024959564,0.0001,0,1770476374.083819,0.03625861555337906
1318,1.0720455646514893,-2.1053779164503794e-08,0.03712056204676628,1318,3228.177507742,0.054370149970054626,0.0001,0,1770476378.3770063,0.03983907029032707
1320,1.0696494579315186,0.06705786287784576,0.03817116469144821,1320,3230.32065721,0.061216503381729126,0.0001,0,1770476380.517607,0.042573146522045135
1325,1.070791244506836,-2.0971754111087648e-08,0.03719868138432503,1325,3235.680913775,0.04401513934135437,0.0001,0,1770476385.8772376,0.039399437606334686
1328,1.0714800357818604,-2.0922811927448492e-08,0.0361877977848053,1328,3238.897946575,0.04990604892373085,0.0001,0,1770476389.0946746,0.038683101534843445
1329,1.071828842163086,-2.0976983705622843e-08,0.03038322553038597,1329,3239.98837415,0.04258500784635544,0.0001,0,1770476390.1675103,0.03251247480511665
1339,1.0722699165344238,0.010453395545482635,0.043290842324495316,1339,3250.781818211,0.04550202190876007,0.0001,0,1770476400.9783528,0.04577501118183136
1340,1.072033166885376,-2.0989318727515638e-08,0.04080985486507416,1340,3251.862139333,0.043753549456596375,0.0001,0,1770476402.0514128,0.04299753159284592
1341,1.0788357257843018,0.02302411198616028,0.03602590784430504,1341,3252.93669413,0.040275685489177704,0.0001,0,1770476403.1315348,0.03850017488002777
1343,1.0726299285888672,-2.095492845910485e-08,0.03886203095316887,1343,3255.082096257,0.043149907141923904,0.0001,0,1770476405.2799914,0.04101952537894249
1350,1.0712153911590576,-2.1026494323450606e-08,0.036658015102148056,1350,3262.605654776,0.047437720000743866,0.0001,0,1770476412.802271,0.03902989998459816
1354,1.0720274448394775,0.05804986506700516,0.03975876793265343,1354,3266.901342317,0.053544219583272934,0.0001,0,1770476417.0959926,0.04359697550535202
1360,1.069077491760254,0.06320846080780029,0.03998681902885437,1360,3273.334528011,0.062310416251420975,0.0001,0,1770476423.5315752,0.0443665087223053
1364,1.0744891166687012,-2.0857044091826538e-08,0.027391009032726288,1364,3277.631670612,0.040779873728752136,0.0001,0,1770476427.8273818,0.029430001974105835
1366,1.0727589130401611,0.046489134430885315,0.029886813834309578,1366,3279.779253725,0.04090888798236847,0.0001,0,1770476429.9749374,0.032862041145563126
1367,1.0729610919952393,0.06362800300121307,0.03568330407142639,1367,3280.852654056,0.05148119479417801,0.0001,0,1770476431.0488653,0.03952992334961891
1371,1.0759897232055664,-2.1000232663936913e-08,0.030963579192757607,1371,3285.15994579,0.03690183162689209,0.0001,0,1770476435.347157,0.03280866891145706
1372,1.0811495780944824,-2.0913773823849624e-08,0.031018700450658798,1372,3286.244755607,0.03194749727845192,0.0001,0,1770476436.4294784,0.03261607512831688
1378,1.07112717628479,-2.1072196432214696e-08,0.02944740280508995,1378,3292.693388862,0.048410769551992416,0.0001,0,1770476442.8819609,0.03186793997883797
1380,1.0743088722229004,0.04629181697964668,0.033285751938819885,1380,3294.844600608,0.04061774164438248,0.0001,0,1770476445.0382698,0.03624247387051582
1381,1.0746173858642578,-2.1000460037612356e-08,0.03537372872233391,1381,3295.924646805,0.04436560720205307,0.0001,0,1770476446.1142564,0.03759200870990753
1382,1.0789380073547363,-2.099727680615615e-08,0.0301300548017025,1382,3296.99613218,0.043511755764484406,0.0001,0,1770476447.1942008,0.03230564296245575
1389,1.0736873149871826,-2.108453145410749e-08,0.03249003738164902,1389,3304.532909141,0.04545380920171738,0.0001,0,1770476454.7272325,0.034762728959321976
1390,1.0743305683135986,-2.089444706143695e-08,0.03712086379528046,1390,3305.608882575,0.03504370525479317,0.0001,0,1770476455.8024924,0.03887305036187172
1396,1.07431960105896,-2.1060884591861395e-08,0.03157779946923256,1396,3312.092109101,0.05499197170138359,0.0001,0,1770476462.2881606,0.03432739898562431
1398,1.0736212730407715,-2.098374807246728e-08,0.03243270143866539,1398,3314.241675725,0.04964505881071091,0.0001,0,1770476464.4363256,0.034914955496788025
1400,1.0726268291473389,-2.074045823974302e-08,0.03046271950006485,1400,3315.3154575,0.04461165517568588,0.0001,0,1770476466.5853007,0.03269330412149429
1402,1.0719528198242188,0.059541456401348114,0.03449208289384842,1402,3318.533708922,0.05268913134932518,0.0001,0,1770476468.729753,0.038317371159791946
1406,1.073328971862793,-2.097681317536626e-08,0.045114610344171524,1406,3322.843658729,0.04148121923208237,0.0001,0,1770476473.029322,0.04718866944313049
1411,1.0700938701629639,0.04400063306093216,0.043436359614133835,1411,3328.208856346,0.03556348383426666,0.0001,0,1770476478.4063125,0.04609454795718193
1416,1.0739967823028564,-2.109015895257471e-08,0.042274340987205505,1416,3333.608454797,0.0565774068236351,0.0001,0,1770476483.7751045,0.04510321095585823
1417,1.1020622253417969,0.0533774197101593,0.04067264497280121,1417,3334.682039316,0.05458546802401543,0.0001,0,1770476484.877983,0.04446946829557419
1419,1.0741233825683594,0.015485180541872978,0.04079041630029678,1419,3336.830088073,0.0426986925303936,0.0001,0,1770476487.0266178,0.04323505237698555
1420,1.0724139213562012,0.015409399755299091,0.035827428102493286,1420,3337.903831878,0.0396849662065506,0.0001,0,1770476488.0998142,0.03811986744403839
1422,1.0720164775848389,0.017085852101445198,0.03947478160262108,1422,3340.04889476,0.055525027215480804,0.0001,0,1770476490.245027,0.04259274899959564
1426,1.0715594291687012,-2.1131143057573354e-08,0.0402606800198555,1426,3344.340768151,0.04556083679199219,0.0001,0,1770476494.5356135,0.04253872111439705
1427,1.0737617015838623,0.03536906838417053,0.03185596689581871,1427,3345.438065714,0.04183836281299591,0.0001,0,1770476495.6104844,0.034655265510082245
1431,1.0725882053375244,0.02225559391081333,0.03948964178562164,1431,3349.786187749,0.038304734975099564,0.0001,0,1770476499.9818857,0.04184998944401741
1433,1.0741362571716309,-2.1178266251808964e-08,0.03671468421816826,1433,3351.933408526,0.06200053542852402,0.0001,0,1770476502.1307611,0.03981471061706543
1434,1.0712313652038574,-2.1035646113887196e-08,0.03697388619184494,1434,3353.006666717,0.048591114580631256,0.0001,0,1770476503.2029831,0.03940344229340553
1435,1.0722050666809082,0.05392993986606598,0.03752624988555908,1435,3354.08220925,0.044029008597135544,0.0001,0,1770476504.2761428,0.04080629721283913
1440,1.0719139575958252,0.017004380002617836,0.0353427529335022,1440,3359.452331959,0.05147067457437515,0.0001,0,1770476509.6478117,0.03825637698173523
1448,1.0713484287261963,0.04745551943778992,0.030864883214235306,1448,3368.034706577,0.036957040429115295,0.0001,0,1770476518.2309642,0.033661846071481705
1453,1.084475040435791,-2.1030416519352002e-08,0.028479769825935364,1453,3373.414538277,0.04016406461596489,0.0001,0,1770476523.6066844,0.030487973242998123
1456,1.0819296836853027,-2.1245057268970413e-08,0.02976050414144993,1456,3376.643432224,0.05088502913713455,0.0001,0,1770476526.8402393,0.032304756343364716
1457,1.0721163749694824,-2.0994036731281085e-08,0.031020037829875946,1457,3377.716897247,0.046826284378767014,0.0001,0,1770476527.9130816,0.03336135298013687
1458,1.0724611282348633,-2.0863069494225783e-08,0.0272009689360857,1458,3378.788992724,0.03292296081781387,0.0001,0,1770476528.986298,0.028847116976976395
1462,1.0742123126983643,-2.0954644242010545e-08,0.026667293161153793,1462,3383.094874684,0.03849179670214653,0.0001,0,1770476533.2906692,0.028591882437467575
1465,1.0911426544189453,-2.1037465103290742e-08,0.02968878112733364,1465,3386.333183218,0.0498112328350544,0.0001,0,1770476536.5292177,0.032179344445466995
1467,1.0735559463500977,-2.0939182832080405e-08,0.0288692619651556,1467,3388.478815935,0.043216586112976074,0.0001,0,1770476538.6772525,0.031030090525746346
1468,1.0702002048492432,0.06796420365571976,0.032499443739652634,1468,3389.550556041,0.03881749510765076,0.0001,0,1770476539.7485054,0.035799603909254074
1469,1.070446491241455,0.05261814594268799,0.028731632977724075,1469,3390.62221189,0.04110672324895859,0.0001,0,1770476540.8201802,0.03183933347463608
1473,1.070603847503662,0.04478946328163147,0.02795526385307312,1473,3394.91184931,0.03290431946516037,0.0001,0,1770476545.1068711,0.030496269464492798
1474,1.0712051391601562,0.0183731522411108,0.032259441912174225,1474,3396.000259678,0.04776692017912865,0.0001,0,1770476546.1793852,0.035015251487493515
